ID,Пол,Возраст,День недели,Потраченная сумма,Время покупки
65,Мужской,42,Пятница,1001.75,11:32:00
66,Женский,46,Четверг,1423.62,10:01:00
67,Мужской,11,Понедельник,437.87,17:45:00
68,Женский,44,Среда,1336.19,08:04:00
69,Женский,51,Воскресенье,1124.73,12:15:00
70,Мужской,37,Четверг,599.86,12:20:00
71,Женский,10,Воскресенье,653.49,17:25:00
72,Женский,65,Понедельник,50.0,09:59:00
73,Мужской,24,Среда,349.09,15:36:00
74,Мужской,32,Понедельник,820.43,18:32:00
75,Женский,59,Пятница,2447.91,16:38:00
76,Женский,26,Среда,402.04,18:46:00
77,Женский,30,Суббота,481.38,18:08:00
78,Женский,53,Воскресенье,823.77,13:01:00
79,Женский,39,Среда,923.78,18:03:00
80,Женский,42,Суббота,1205.09,13:04:00
81,Женский,32,Суббота,1173.87,10:17:00
82,Мужской,32,Понедельник,718.77,10:13:00
83,Женский,42,Воскресенье,1272.43,11:48:00
84,Женский,10,Вторник,1033.01,17:16:00
85,Мужской,15,Вторник,50.0,15:53:00
86,Мужской,25,Вторник,1015.93,12:50:00
87,Мужской,20,Воскресенье,661.53,18:14:00
88,Женский,51,Вторник,1002.57,09:54:00
89,Мужской,29,Пятница,668.96,20:34:00
90,Женский,31,Понедельник,1748.63,17:53:00
91,Женский,16,Суббота,136.54,16:09:00
92,Женский,43,Воскресенье,1237.65,19:36:00
93,Мужской,28,Пятница,942.98,13:34:00
94,Женский,24,Четверг,649.89,11:58:00
95,Мужской,26,Вторник,1404.81,14:27:00
96,Женский,23,Понедельник,1489.6,21:09:00
97,Мужской,17,Вторник,221.76,15:07:00
98,Женский,32,Вторник,614.89,21:43:00
99,Женский,43,Суббота,407.43,18:59:00
100,Женский,53,Четверг,1048.4,11:16:00
101,Мужской,10,Четверг,50.0,18:21:00
102,Мужской,28,Вторник,255.33,21:06:00
103,Женский,68,Четверг,2301.9,17:10:00
104,Мужской,37,Вторник,702.92,20:37:00
105,Мужской,18,Среда,508.62,14:02:00
106,Мужской,35,Среда,1539.58,11:05:00
107,Женский,24,Четверг,939.83,14:49:00
108,Мужской,45,Понедельник,631.69,19:02:00
109,Мужской,43,Среда,980.81,15:58:00
110,Мужской,31,Понедельник,1143.07,12:25:00
111,Мужской,46,Пятница,889.8,09:00:00
112,Мужской,43,Понедельник,108.53,11:53:00
113,Мужской,48,Пятница,445.54,08:52:00
114,Женский,42,Четверг,1139.06,16:18:00
115,Женский,35,Вторник,1485.03,16:43:00
116,Женский,24,Суббота,208.86,10:35:00
117,Мужской,65,Пятница,2724.86,17:51:00
118,Женский,37,Пятница,1237.79,17:19:00
119,Женский,27,Воскресенье,460.37,19:47:00
120,Мужской,26,Суббота,1624.39,14:29:00
121,Мужской,67,Суббота,2294.51,18:28:00
122,Мужской,48,Вторник,1111.79,12:27:00
123,Женский,12,Среда,1344.14,19:50:00
124,Женский,48,Среда,1518.79,08:36:00
125,Мужской,29,Воскресенье,797.83,19:22:00
126,Мужской,32,Понедельник,508.07,10:11:00
127,Женский,23,Среда,1498.3,21:52:00
128,Мужской,42,Воскресенье,1522.44,17:55:00
129,Женский,63,Четверг,1982.2,13:19:00
130,Мужской,10,Четверг,599.74,14:19:00
131,Женский,22,Четверг,292.7,17:00:00
132,Мужской,21,Среда,1157.56,20:59:00
133,Женский,23,Воскресенье,763.23,13:43:00
134,Женский,13,Среда,623.17,15:31:00
135,Мужской,20,Вторник,400.55,15:00:00
136,Женский,27,Вторник,1850.36,14:05:00
137,Мужской,52,Четверг,1679.6,09:11:00
138,Женский,10,Среда,518.36,17:08:00
139,Мужской,31,Вторник,533.71,15:45:00
140,Женский,46,Понедельник,1276.9,12:24:00
141,Мужской,23,Среда,873.04,18:02:00
142,Женский,56,Пятница,1084.22,18:56:00
143,Женский,50,Суббота,969.26,17:00:00
144,Мужской,39,Четверг,900.19,16:51:00
145,Женский,59,Пятница,1861.24,19:20:00
146,Мужской,44,Четверг,1991.25,19:18:00
147,Женский,52,Пятница,2300.37,10:41:00
148,Мужской,12,Среда,92.12,17:02:00
149,Мужской,41,Четверг,1617.57,09:26:00
150,Мужской,24,Пятница,1036.27,19:48:00
151,Мужской,11,Четверг,50.0,16:20:00
152,Женский,30,Среда,1401.1,19:49:00
153,Женский,41,Воскресенье,2155.4,16:01:00
154,Женский,25,Четверг,1600.55,15:53:00
155,Женский,42,Среда,1096.25,14:15:00
156,Женский,53,Среда,1003.05,12:06:00
157,Мужской,28,Воскресенье,1148.72,17:45:00
158,Женский,29,Пятница,77.7,12:29:00
159,Женский,36,Воскресенье,1350.61,17:36:00
160,Мужской,35,Воскресенье,692.86,17:46:00
161,Мужской,51,Воскресенье,914.08,12:09:00
162,Женский,10,Суббота,160.79,14:37:00
163,Мужской,41,Четверг,973.66,16:37:00
164,Женский,25,Пятница,50.0,15:40:00
165,Женский,20,Пятница,1315.86,21:04:00
166,Женский,67,Воскресенье,1660.79,12:23:00
167,Женский,35,Четверг,877.73,14:54:00
168,Женский,28,Понедельник,1288.15,20:01:00
169,Мужской,63,Суббота,2087.47,18:50:00
170,Женский,42,Пятница,1781.19,12:46:00
171,Женский,29,Вторник,1400.04,21:45:00
172,Женский,43,Суббота,983.15,13:28:00
173,Мужской,39,Четверг,1777.84,18:26:00
174,Женский,15,Четверг,256.83,14:33:00
175,Женский,22,Среда,178.67,16:51:00
176,Мужской,25,Пятница,50.0,13:19:00
177,Женский,27,Среда,50.0,15:08:00
178,Женский,40,Воскресенье,755.17,12:46:00
179,Мужской,22,Пятница,205.27,16:57:00
180,Женский,20,Суббота,544.76,20:23:00
181,Женский,40,Пятница,820.01,10:03:00
182,Мужской,37,Понедельник,794.43,11:45:00
183,Женский,11,Пятница,825.79,16:43:00
184,Мужской,25,Суббота,1160.7,20:13:00
185,Мужской,37,Вторник,737.76,20:57:00
186,Женский,61,Четверг,1498.22,14:59:00
187,Женский,34,Пятница,1506.55,17:32:00
188,Женский,38,Воскресенье,780.33,10:56:00
189,Мужской,33,Воскресенье,1223.38,20:03:00
190,Мужской,33,Четверг,1409.61,16:59:00
191,Мужской,10,Пятница,1988.06,16:16:00
192,Мужской,55,Четверг,1954.0,16:31:00
193,Женский,39,Среда,1337.23,15:59:00
194,Мужской,48,Суббота,548.51,09:43:00
195,Женский,13,Пятница,632.41,14:17:00
196,Мужской,22,Вторник,795.37,16:38:00
197,Женский,37,Среда,1267.54,10:13:00
198,Женский,25,Воскресенье,660.49,14:25:00
199,Мужской,24,Воскресенье,491.72,21:54:00
200,Женский,63,Четверг,1678.47,11:51:00
201,Мужской,22,Суббота,649.53,15:32:00
202,Мужской,33,Воскресенье,1234.87,15:05:00
203,Мужской,30,Воскресенье,689.79,21:46:00
204,Женский,11,Четверг,247.39,16:42:00
205,Мужской,30,Суббота,1185.8,18:05:00
206,Женский,60,Пятница,1551.32,13:21:00
207,Женский,25,Четверг,1122.93,12:13:00
208,Мужской,49,Пятница,963.09,10:56:00
209,Женский,33,Пятница,1189.14,18:54:00
210,Мужской,38,Четверг,1131.28,11:09:00
211,Мужской,27,Четверг,1302.45,19:02:00
212,Мужской,39,Пятница,1122.06,13:00:00
213,Мужской,30,Вторник,756.58,21:17:00
214,Мужской,58,Среда,1713.76,18:17:00
215,Женский,20,Воскресенье,50.0,18:17:00
216,Женский,29,Пятница,1347.6,11:56:00
217,Женский,10,Суббота,407.97,15:42:00
218,Мужской,53,Воскресенье,1658.75,09:28:00
219,Женский,43,Суббота,2461.7,17:27:00
220,Женский,43,Вторник,1375.74,14:08:00
221,Женский,26,Суббота,1121.13,17:46:00
222,Женский,42,Четверг,933.76,12:55:00
223,Женский,50,Пятница,1552.37,12:26:00
224,Мужской,25,Понедельник,1380.45,13:37:00
225,Женский,60,Четверг,1972.28,09:25:00
226,Женский,28,Воскресенье,496.31,10:10:00
227,Мужской,21,Суббота,261.49,19:52:00
228,Женский,52,Вторник,592.92,16:24:00
229,Мужской,32,Четверг,1630.68,15:47:00
230,Женский,32,Воскресенье,887.04,15:40:00
231,Женский,44,Пятница,1123.43,18:32:00
232,Женский,45,Пятница,877.22,14:43:00
233,Мужской,20,Воскресенье,1157.44,13:54:00
234,Женский,36,Пятница,1777.36,18:48:00
235,Мужской,40,Четверг,1150.19,12:10:00
236,Женский,40,Пятница,1140.32,16:08:00
237,Мужской,59,Вторник,697.43,13:52:00
238,Женский,26,Воскресенье,974.52,12:23:00
239,Мужской,23,Четверг,1614.58,11:57:00
240,Мужской,14,Воскресенье,414.27,16:58:00
241,Мужской,46,Четверг,1472.29,18:00:00
242,Женский,19,Пятница,292.43,17:12:00
243,Женский,27,Пятница,155.04,18:28:00
244,Мужской,14,Четверг,1300.55,19:31:00
245,Мужской,13,Пятница,115.07,17:35:00
246,Мужской,33,Суббота,276.22,19:17:00
247,Женский,45,Четверг,840.9,13:18:00
248,Мужской,12,Вторник,880.76,15:31:00
249,Женский,38,Пятница,387.53,17:26:00
250,Мужской,33,Среда,380.25,13:29:00
251,Женский,19,Суббота,345.09,16:22:00
252,Мужской,25,Воскресенье,447.94,10:31:00
253,Женский,31,Вторник,1165.42,13:56:00
254,Женский,21,Пятница,62.46,10:20:00
255,Мужской,10,Пятница,50.0,16:32:00
256,Женский,48,Пятница,736.5,15:33:00
257,Женский,53,Суббота,2422.14,19:34:00
258,Мужской,26,Вторник,822.73,13:58:00
259,Женский,44,Вторник,247.54,15:13:00
260,Женский,46,Четверг,529.92,10:45:00
261,Мужской,36,Воскресенье,334.12,19:08:00
262,Мужской,13,Пятница,663.37,16:57:00
263,Женский,29,Четверг,573.79,18:27:00
264,Женский,24,Пятница,1319.19,10:59:00
265,Женский,32,Воскресенье,87.32,19:26:00
266,Женский,19,Воскресенье,478.78,16:18:00
267,Мужской,54,Вторник,1853.8,15:04:00
268,Женский,24,Воскресенье,1503.6,19:38:00
269,Мужской,29,Четверг,965.18,10:10:00
270,Мужской,20,Воскресенье,1872.06,21:42:00
271,Женский,16,Четверг,1092.77,14:27:00
272,Мужской,40,Четверг,1227.55,15:17:00
273,Мужской,29,Вторник,50.0,16:09:00
274,Женский,57,Вторник,1755.28,10:17:00
275,Женский,10,Пятница,378.42,14:20:00
276,Женский,58,Пятница,1355.06,16:42:00
277,Мужской,14,Понедельник,808.16,17:30:00
278,Женский,31,Понедельник,854.27,14:50:00
279,Женский,13,Воскресенье,314.38,14:12:00
280,Женский,43,Четверг,1431.0,13:57:00
281,Женский,29,Среда,789.56,14:58:00
282,Мужской,27,Пятница,1022.3,18:11:00
283,Мужской,21,Пятница,50.0,10:46:00
284,Мужской,40,Среда,1493.32,19:48:00
285,Женский,50,Воскресенье,1131.03,11:48:00
286,Мужской,25,Четверг,1253.05,14:33:00
287,Мужской,52,Суббота,1574.99,11:01:00
288,Мужской,39,Четверг,1034.46,20:04:00
289,Женский,29,Пятница,1158.24,11:19:00
290,Женский,23,Четверг,773.26,19:57:00
291,Мужской,10,Воскресенье,204.64,15:08:00
292,Мужской,43,Четверг,1253.99,15:01:00
293,Женский,26,Пятница,806.91,16:18:00
294,Женский,45,Воскресенье,1478.62,10:18:00
295,Женский,24,Четверг,313.54,21:25:00
296,Женский,46,Четверг,1073.6,15:06:00
297,Мужской,54,Вторник,1559.81,12:17:00
298,Женский,27,Среда,323.46,17:17:00
299,Мужской,17,Вторник,704.86,15:36:00
300,Мужской,10,Понедельник,725.4,15:18:00
301,Женский,62,Суббота,1899.1,09:02:00
302,Женский,34,Вторник,1355.63,15:50:00
303,Женский,36,Четверг,1653.12,14:38:00
304,Женский,41,Вторник,1197.37,08:18:00
305,Женский,18,Пятница,61.11,14:17:00
306,Женский,15,Воскресенье,50.0,14:30:00
307,Женский,52,Суббота,981.07,08:28:00
308,Женский,23,Среда,1135.25,10:21:00
309,Мужской,42,Воскресенье,811.65,09:57:00
310,Мужской,45,Воскресенье,546.44,16:12:00
311,Женский,34,Пятница,791.31,16:18:00
312,Женский,33,Понедельник,667.63,13:26:00
313,Мужской,74,Пятница,2356.08,18:09:00
314,Женский,58,Понедельник,1324.87,15:00:00
315,Мужской,26,Воскресенье,1670.58,21:05:00
316,Мужской,32,Пятница,398.98,15:55:00
317,Мужской,51,Среда,1410.21,08:10:00
318,Женский,64,Понедельник,1481.91,10:34:00
319,Женский,56,Понедельник,997.45,11:19:00
320,Мужской,26,Среда,841.55,17:12:00
321,Мужской,25,Среда,650.96,21:21:00
322,Женский,34,Воскресенье,691.85,11:57:00
323,Женский,50,Понедельник,1273.9,11:52:00
324,Женский,39,Среда,1545.22,11:03:00
325,Мужской,49,Четверг,1576.96,12:58:00
326,Мужской,31,Вторник,916.01,16:08:00
327,Мужской,47,Пятница,957.42,19:48:00
328,Женский,35,Пятница,1256.15,13:37:00
329,Женский,12,Суббота,331.05,16:13:00
330,Мужской,29,Вторник,1311.91,20:06:00
331,Мужской,17,Суббота,623.15,15:03:00
332,Мужской,57,Суббота,787.53,15:19:00
333,Мужской,31,Четверг,1235.26,15:00:00
334,Женский,33,Суббота,313.54,16:31:00
335,Мужской,41,Вторник,2061.08,16:47:00
336,Женский,30,Вторник,1425.0,18:47:00
337,Мужской,40,Воскресенье,1468.75,10:48:00
338,Мужской,54,Среда,866.45,11:14:00
339,Мужской,20,Воскресенье,1446.26,18:27:00
340,Мужской,34,Вторник,893.52,14:31:00
341,Мужской,43,Четверг,553.34,20:00:00
342,Женский,10,Среда,50.0,16:56:00
343,Мужской,61,Четверг,2325.65,13:01:00
344,Мужской,29,Суббота,1174.86,21:33:00
345,Мужской,20,Среда,371.32,12:12:00
346,Женский,33,Вторник,1337.57,21:15:00
347,Женский,40,Вторник,976.46,11:50:00
348,Женский,39,Суббота,427.52,11:53:00
349,Женский,45,Четверг,1676.21,12:12:00
350,Мужской,27,Вторник,1208.63,17:03:00
351,Женский,47,Вторник,185.2,13:21:00
352,Мужской,46,Понедельник,1323.42,08:07:00
353,Мужской,27,Пятница,814.65,12:46:00
354,Женский,50,Четверг,1431.93,18:07:00
355,Женский,35,Суббота,1191.31,21:21:00
356,Мужской,55,Среда,606.08,18:25:00
357,Мужской,14,Среда,556.14,19:22:00
358,Женский,51,Пятница,1013.34,11:40:00
359,Женский,48,Среда,1095.25,13:47:00
360,Женский,46,Пятница,1551.41,14:21:00
361,Мужской,53,Пятница,1396.81,12:25:00
362,Женский,43,Воскресенье,1266.85,09:35:00
363,Мужской,64,Вторник,989.99,08:03:00
364,Женский,28,Четверг,1602.94,13:07:00
365,Женский,33,Четверг,558.74,18:19:00
366,Мужской,24,Пятница,1027.95,13:19:00
367,Женский,33,Суббота,580.58,21:13:00
368,Мужской,37,Вторник,1046.1,16:11:00
369,Женский,27,Вторник,557.02,17:36:00
370,Мужской,54,Пятница,1155.63,09:23:00
371,Мужской,21,Пятница,1098.06,19:10:00
372,Мужской,21,Суббота,1142.69,15:54:00
373,Женский,54,Воскресенье,1158.06,11:10:00
374,Женский,30,Вторник,999.3,18:28:00
375,Женский,43,Воскресенье,996.71,15:03:00
376,Мужской,34,Пятница,868.71,15:40:00
377,Женский,55,Среда,989.6,14:44:00
378,Мужской,42,Пятница,838.62,10:24:00
379,Женский,19,Понедельник,841.32,19:40:00
380,Мужской,10,Среда,368.38,19:57:00
381,Женский,29,Суббота,508.54,13:43:00
382,Женский,27,Понедельник,1164.19,11:34:00
383,Женский,28,Понедельник,461.07,20:08:00
384,Женский,10,Вторник,1050.49,18:36:00
385,Женский,69,Суббота,1274.82,09:59:00
386,Женский,56,Вторник,2124.32,11:16:00
387,Мужской,44,Понедельник,1802.54,12:44:00
388,Женский,39,Пятница,1154.95,21:45:00
389,Мужской,36,Вторник,1407.0,14:15:00
390,Мужской,39,Суббота,497.44,20:26:00
391,Женский,16,Четверг,837.43,16:18:00
392,Женский,10,Вторник,841.85,16:46:00
393,Мужской,39,Суббота,1000.28,13:52:00
394,Мужской,44,Вторник,1193.63,10:50:00
395,Женский,35,Среда,443.36,10:32:00
396,Женский,49,Пятница,651.28,17:13:00
397,Мужской,43,Среда,1598.95,19:00:00
398,Женский,29,Четверг,50.0,15:11:00
399,Мужской,12,Вторник,248.31,16:06:00
400,Женский,15,Суббота,204.0,14:17:00
401,Мужской,23,Воскресенье,1120.7,14:48:00
402,Женский,33,Пятница,456.49,20:55:00
403,Мужской,37,Вторник,488.04,13:59:00
404,Мужской,24,Пятница,1082.45,17:31:00
405,Женский,53,Среда,1003.11,09:36:00
406,Женский,61,Суббота,2392.99,09:54:00
407,Мужской,33,Среда,592.97,21:17:00
408,Женский,36,Среда,1575.03,20:05:00
409,Мужской,17,Понедельник,50.0,14:04:00
410,Мужской,55,Среда,1227.21,18:25:00
411,Женский,61,Суббота,1492.08,12:55:00
412,Женский,36,Четверг,778.26,21:52:00
413,Мужской,12,Среда,1268.36,18:01:00
414,Женский,38,Суббота,1124.85,12:25:00
415,Мужской,35,Пятница,466.85,14:49:00
416,Мужской,40,Пятница,1205.74,16:04:00
417,Мужской,37,Четверг,553.97,10:24:00
418,Женский,21,Вторник,984.65,11:55:00
419,Мужской,27,Воскресенье,57.53,17:29:00
420,Мужской,25,Пятница,895.92,11:52:00
421,Женский,20,Вторник,363.69,11:01:00
422,Женский,30,Четверг,776.59,18:41:00
423,Мужской,43,Вторник,1166.42,14:51:00
424,Женский,15,Среда,1658.88,19:26:00
425,Женский,34,Суббота,327.09,17:57:00
426,Женский,38,Пятница,1310.75,19:32:00
427,Женский,27,Пятница,916.46,19:13:00
428,Женский,26,Вторник,703.64,17:59:00
429,Женский,50,Среда,1779.96,15:21:00
430,Женский,39,Воскресенье,1233.91,14:43:00
431,Женский,21,Пятница,926.68,16:24:00
432,Женский,36,Суббота,699.99,13:49:00
433,Женский,40,Пятница,1226.59,08:15:00
434,Женский,32,Пятница,982.91,17:56:00
435,Женский,46,Среда,92.68,15:31:00
436,Женский,41,Среда,399.86,16:25:00
437,Женский,40,Вторник,1437.35,13:40:00
438,Женский,23,Четверг,1348.04,17:17:00
439,Женский,58,Пятница,2053.86,10:05:00
440,Женский,28,Суббота,826.11,10:27:00
441,Мужской,26,Четверг,1289.5,12:16:00
442,Женский,51,Четверг,607.82,09:20:00
443,Мужской,35,Суббота,75.85,14:46:00
444,Женский,13,Четверг,962.45,16:41:00
445,Женский,45,Пятница,1136.41,14:47:00
446,Мужской,21,Пятница,1374.23,10:03:00
447,Мужской,21,Понедельник,907.66,22:00:00
448,Мужской,35,Воскресенье,552.7,20:10:00
449,Женский,36,Четверг,671.77,18:09:00
450,Мужской,42,Среда,1580.12,16:56:00
451,Женский,24,Пятница,1081.98,11:18:00
452,Мужской,28,Понедельник,677.59,10:04:00
453,Мужской,36,Суббота,1488.02,16:04:00
454,Женский,45,Вторник,578.98,14:41:00
455,Женский,33,Пятница,1661.04,21:38:00
456,Женский,53,Пятница,1604.19,16:34:00
457,Женский,27,Пятница,242.13,12:36:00
458,Женский,44,Суббота,1163.12,19:06:00
459,Женский,38,Среда,71.08,11:33:00
460,Женский,39,Пятница,389.82,15:38:00
461,Мужской,46,Среда,50.0,14:43:00
462,Женский,52,Вторник,1659.64,10:33:00
463,Мужской,44,Понедельник,1077.56,08:12:00
464,Женский,26,Вторник,629.99,11:36:00
465,Мужской,21,Четверг,1725.15,21:49:00
466,Женский,10,Суббота,985.85,14:04:00
467,Женский,36,Пятница,1409.25,20:23:00
468,Женский,18,Пятница,753.8,15:20:00
469,Мужской,21,Пятница,132.97,20:22:00
470,Мужской,57,Пятница,1717.45,17:51:00
471,Женский,26,Суббота,322.18,12:18:00
472,Мужской,13,Воскресенье,925.53,16:16:00
473,Мужской,41,Вторник,1623.36,18:27:00
474,Женский,39,Пятница,1117.18,10:01:00
475,Мужской,31,Среда,531.8,14:29:00
476,Женский,22,Воскресенье,1107.39,18:13:00
477,Мужской,28,Вторник,713.26,10:46:00
478,Женский,27,Среда,432.22,17:07:00
479,Женский,33,Среда,1593.97,18:51:00
480,Мужской,28,Воскресенье,1261.88,12:24:00
481,Женский,28,Пятница,1415.18,21:31:00
482,Женский,46,Суббота,843.29,10:11:00
483,Мужской,33,Суббота,1255.76,16:41:00
484,Женский,25,Пятница,65.79,19:42:00
485,Мужской,31,Среда,1379.77,10:20:00
486,Мужской,28,Воскресенье,830.6,21:16:00
487,Женский,10,Воскресенье,50.0,17:28:00
488,Мужской,30,Четверг,1477.09,10:20:00
489,Мужской,51,Понедельник,1644.28,18:21:00
490,Мужской,29,Суббота,868.25,15:17:00
491,Мужской,16,Воскресенье,50.0,14:56:00
492,Мужской,30,Воскресенье,436.67,10:13:00
493,Мужской,28,Среда,1421.75,20:01:00
494,Женский,49,Суббота,851.6,08:22:00
495,Женский,28,Суббота,502.02,20:34:00
496,Мужской,26,Воскресенье,338.72,19:05:00
497,Женский,46,Среда,2106.91,13:38:00
498,Женский,22,Понедельник,1094.76,21:46:00
499,Женский,20,Суббота,474.35,18:46:00
500,Женский,27,Пятница,473.03,19:16:00
501,Мужской,49,Четверг,1163.85,08:21:00
502,Женский,34,Пятница,1034.58,13:44:00
503,Мужской,39,Среда,1450.6,14:50:00
504,Женский,37,Среда,518.54,19:55:00
505,Женский,33,Воскресенье,722.37,20:49:00
506,Женский,37,Четверг,1088.93,18:51:00
507,Мужской,51,Вторник,1372.06,09:34:00
508,Женский,46,Пятница,1072.28,08:53:00
509,Женский,19,Четверг,605.0,14:41:00
510,Женский,48,Четверг,1455.98,08:37:00
511,Женский,54,Пятница,856.04,19:58:00
512,Женский,30,Вторник,860.56,12:55:00
513,Женский,46,Воскресенье,932.06,15:32:00
514,Женский,10,Воскресенье,1145.69,17:50:00
515,Мужской,40,Пятница,1350.87,15:25:00
516,Мужской,27,Пятница,960.69,10:10:00
517,Женский,37,Пятница,821.44,12:01:00
518,Женский,49,Вторник,50.0,12:40:00
519,Мужской,28,Воскресенье,1279.15,19:58:00
520,Мужской,31,Воскресенье,839.75,14:04:00
521,Мужской,44,Среда,877.07,12:59:00
522,Женский,48,Воскресенье,1256.34,19:13:00
523,Женский,56,Пятница,1088.78,19:59:00
524,Мужской,74,Суббота,1686.54,09:13:00
525,Мужской,12,Среда,1299.69,19:44:00
526,Мужской,63,Суббота,2350.0,10:10:00
527,Женский,58,Четверг,1354.45,13:53:00
528,Женский,40,Воскресенье,1221.89,08:49:00
529,Женский,29,Среда,1119.92,15:03:00
530,Женский,54,Понедельник,1390.31,18:52:00
531,Женский,56,Среда,1671.85,16:27:00
532,Женский,36,Среда,1120.87,10:36:00
533,Мужской,80,Суббота,2397.72,11:27:00
534,Женский,25,Пятница,50.0,16:37:00
535,Мужской,21,Пятница,973.22,12:23:00
536,Мужской,11,Воскресенье,646.52,19:56:00
537,Мужской,31,Вторник,302.46,17:25:00
538,Мужской,41,Четверг,1100.04,09:04:00
539,Мужской,71,Понедельник,1979.1,15:49:00
540,Мужской,36,Воскресенье,782.16,18:41:00
541,Женский,35,Четверг,923.7,10:48:00
542,Женский,26,Пятница,1232.7,15:46:00
543,Женский,24,Суббота,217.63,16:13:00
544,Мужской,49,Понедельник,1314.53,09:17:00
545,Мужской,30,Четверг,1619.86,16:05:00
546,Мужской,39,Среда,744.57,20:16:00
547,Мужской,43,Четверг,1240.42,18:57:00
548,Женский,47,Воскресенье,1929.27,13:50:00
549,Женский,42,Среда,1017.73,10:41:00
550,Женский,33,Среда,945.07,13:26:00
551,Женский,54,Понедельник,1611.32,18:26:00
552,Женский,48,Среда,1660.67,15:04:00
553,Женский,65,Четверг,369.68,19:21:00
554,Мужской,17,Суббота,252.17,14:25:00
555,Женский,10,Вторник,218.05,14:50:00
556,Женский,43,Воскресенье,1262.09,08:17:00
557,Женский,27,Пятница,1550.63,18:54:00
558,Женский,22,Пятница,50.0,20:31:00
559,Женский,21,Четверг,343.67,10:40:00
560,Женский,22,Среда,701.29,17:05:00
561,Женский,39,Суббота,1649.65,19:23:00
562,Мужской,53,Воскресенье,2042.86,09:06:00
563,Мужской,57,Суббота,1481.28,08:15:00
564,Мужской,26,Воскресенье,892.85,12:06:00
565,Мужской,44,Пятница,970.58,18:26:00
566,Мужской,38,Понедельник,1139.32,18:31:00
567,Мужской,21,Пятница,1288.04,18:47:00
568,Женский,35,Четверг,128.98,16:33:00
569,Мужской,60,Среда,1558.93,08:02:00
570,Женский,35,Суббота,1787.4,18:03:00
571,Женский,35,Среда,795.39,10:48:00
572,Женский,71,Вторник,2864.77,09:16:00
573,Мужской,62,Воскресенье,1575.01,14:15:00
574,Женский,61,Четверг,1451.84,15:11:00
575,Женский,41,Среда,931.77,18:17:00
576,Женский,52,Вторник,1292.96,13:29:00
